"DiseaseMapID","ICD10","Condition"
953,"I2783","Pulmonary"
954,"I2789","Pulmonary"
955,"I279","Pulmonary"
956,"J40","Pulmonary"
957,"J41","Pulmonary"
958,"J410","Pulmonary"
959,"J411","Pulmonary"
960,"J418","Pulmonary"
961,"J42","Pulmonary"
962,"J43","Pulmonary"
963,"J430","Pulmonary"
964,"J431","Pulmonary"
965,"J432","Pulmonary"
966,"J438","Pulmonary"
967,"J439","Pulmonary"
968,"J44","Pulmonary"
969,"J440","Pulmonary"
970,"J441","Pulmonary"
971,"J449","Pulmonary"
972,"J45","Pulmonary"
973,"J452","Pulmonary"
974,"J4520","Pulmonary"
975,"J4521","Pulmonary"
976,"J4522","Pulmonary"
977,"J453","Pulmonary"
978,"J4530","Pulmonary"
979,"J4531","Pulmonary"
980,"J4532","Pulmonary"
981,"J454","Pulmonary"
982,"J4540","Pulmonary"
983,"J4541","Pulmonary"
984,"J4542","Pulmonary"
985,"J455","Pulmonary"
986,"J4550","Pulmonary"
987,"J4551","Pulmonary"
988,"J4552","Pulmonary"
989,"J459","Pulmonary"
990,"J4590","Pulmonary"
991,"J45901","Pulmonary"
992,"J45902","Pulmonary"
993,"J45909","Pulmonary"
994,"J4599","Pulmonary"
995,"J45990","Pulmonary"
996,"J45991","Pulmonary"
997,"J45998","Pulmonary"
998,"J46","Pulmonary"
999,"J47","Pulmonary"
1000,"J470","Pulmonary"
1001,"J471","Pulmonary"
1002,"J479","Pulmonary"
1003,"J60","Pulmonary"
1004,"J61","Pulmonary"
1005,"J62","Pulmonary"
1006,"J620","Pulmonary"
1007,"J628","Pulmonary"
1008,"J63","Pulmonary"
1009,"J630","Pulmonary"
1010,"J631","Pulmonary"
1011,"J632","Pulmonary"
1012,"J633","Pulmonary"
1013,"J634","Pulmonary"
1014,"J635","Pulmonary"
1015,"J636","Pulmonary"
1016,"J64","Pulmonary"
1017,"J65","Pulmonary"
1018,"J66","Pulmonary"
1019,"J660","Pulmonary"
1020,"J661","Pulmonary"
1021,"J662","Pulmonary"
1022,"J668","Pulmonary"
1023,"J67","Pulmonary"
1024,"J670","Pulmonary"
1025,"J671","Pulmonary"
1026,"J672","Pulmonary"
1027,"J673","Pulmonary"
1028,"J674","Pulmonary"
1029,"J675","Pulmonary"
1030,"J676","Pulmonary"
1031,"J677","Pulmonary"
1032,"J678","Pulmonary"
1033,"J679","Pulmonary"
1034,"J684","Pulmonary"
1035,"J701","Pulmonary"
1036,"J703","Pulmonary"
2007,"I120","Renal"
2008,"I131","Renal"
2009,"I1310","Renal"
2010,"I1311","Renal"
2011,"N032","Renal"
2012,"N033","Renal"
2013,"N034","Renal"
2014,"N035","Renal"
2015,"N036","Renal"
2016,"N037","Renal"
2017,"N052","Renal"
2018,"N053","Renal"
2019,"N054","Renal"
2020,"N055","Renal"
2021,"N056","Renal"
2022,"N057","Renal"
2023,"N18","Renal"
2024,"N181","Renal"
2025,"N182","Renal"
2026,"N183","Renal"
2027,"N184","Renal"
2028,"N185","Renal"
2029,"N186","Renal"
2030,"N189","Renal"
2031,"N19","Renal"
2032,"N250","Renal"
2033,"Z490","Renal"
2034,"Z4901","Renal"
2035,"Z4902","Renal"
2036,"Z491","Renal"
2037,"Z492","Renal"
2038,"Z940","Renal"
2039,"Z992","Renal"
1037,"M05","Rheumatic"
1038,"M050","Rheumatic"
1039,"M0500","Rheumatic"
1040,"M0501","Rheumatic"
1041,"M05011","Rheumatic"
1042,"M05012","Rheumatic"
1043,"M05019","Rheumatic"
1044,"M0502","Rheumatic"
1045,"M05021","Rheumatic"
1046,"M05022","Rheumatic"
1047,"M05029","Rheumatic"
1048,"M0503","Rheumatic"
1049,"M05031","Rheumatic"
1050,"M05032","Rheumatic"
1051,"M05039","Rheumatic"
1052,"M0504","Rheumatic"
1053,"M05041","Rheumatic"
1054,"M05042","Rheumatic"
1055,"M05049","Rheumatic"
1056,"M0505","Rheumatic"
1057,"M05051","Rheumatic"
1058,"M05052","Rheumatic"
1059,"M05059","Rheumatic"
1060,"M0506","Rheumatic"
1061,"M05061","Rheumatic"
1062,"M05062","Rheumatic"
1063,"M05069","Rheumatic"
1064,"M0507","Rheumatic"
1065,"M05071","Rheumatic"
1066,"M05072","Rheumatic"
1067,"M05079","Rheumatic"
1068,"M0509","Rheumatic"
1069,"M051","Rheumatic"
1070,"M0510","Rheumatic"
1071,"M0511","Rheumatic"
1072,"M05111","Rheumatic"
1073,"M05112","Rheumatic"
1074,"M05119","Rheumatic"
1075,"M0512","Rheumatic"
1076,"M05121","Rheumatic"
1077,"M05122","Rheumatic"
1078,"M05129","Rheumatic"
1079,"M0513","Rheumatic"
1080,"M05131","Rheumatic"
1081,"M05132","Rheumatic"
1082,"M05139","Rheumatic"
1083,"M0514","Rheumatic"
1084,"M05141","Rheumatic"
1085,"M05142","Rheumatic"
1086,"M05149","Rheumatic"
1087,"M0515","Rheumatic"
1088,"M05151","Rheumatic"
1089,"M05152","Rheumatic"
1090,"M05159","Rheumatic"
1091,"M0516","Rheumatic"
1092,"M05161","Rheumatic"
1093,"M05162","Rheumatic"
1094,"M05169","Rheumatic"
1095,"M0517","Rheumatic"
1096,"M05171","Rheumatic"
1097,"M05172","Rheumatic"
1098,"M05179","Rheumatic"
1099,"M0519","Rheumatic"
1100,"M052","Rheumatic"
1101,"M0520","Rheumatic"
1102,"M0521","Rheumatic"
1103,"M05211","Rheumatic"
1104,"M05212","Rheumatic"
1105,"M05219","Rheumatic"
1106,"M0522","Rheumatic"
1107,"M05221","Rheumatic"
1108,"M05222","Rheumatic"
1109,"M05229","Rheumatic"
1110,"M0523","Rheumatic"
1111,"M05231","Rheumatic"
1112,"M05232","Rheumatic"
1113,"M05239","Rheumatic"
1114,"M0524","Rheumatic"
1115,"M05241","Rheumatic"
1116,"M05242","Rheumatic"
1117,"M05249","Rheumatic"
1118,"M0525","Rheumatic"
1119,"M05251","Rheumatic"
1120,"M05252","Rheumatic"
1121,"M05259","Rheumatic"
1122,"M0526","Rheumatic"
1123,"M05261","Rheumatic"
1124,"M05262","Rheumatic"
1125,"M05269","Rheumatic"
1126,"M0527","Rheumatic"
1127,"M05271","Rheumatic"
1128,"M05272","Rheumatic"
1129,"M05279","Rheumatic"
1130,"M0529","Rheumatic"
1131,"M053","Rheumatic"
1132,"M0530","Rheumatic"
1133,"M0531","Rheumatic"
1134,"M05311","Rheumatic"
1135,"M05312","Rheumatic"
1136,"M05319","Rheumatic"
1137,"M0532","Rheumatic"
1138,"M05321","Rheumatic"
1139,"M05322","Rheumatic"
1140,"M05329","Rheumatic"
1141,"M0533","Rheumatic"
1142,"M05331","Rheumatic"
1143,"M05332","Rheumatic"
1144,"M05339","Rheumatic"
1145,"M0534","Rheumatic"
1146,"M05341","Rheumatic"
1147,"M05342","Rheumatic"
1148,"M05349","Rheumatic"
1149,"M0535","Rheumatic"
1150,"M05351","Rheumatic"
1151,"M05352","Rheumatic"
1152,"M05359","Rheumatic"
1153,"M0536","Rheumatic"
1154,"M05361","Rheumatic"
1155,"M05362","Rheumatic"
1156,"M05369","Rheumatic"
1157,"M0537","Rheumatic"
1158,"M05371","Rheumatic"
1159,"M05372","Rheumatic"
1160,"M05379","Rheumatic"
1161,"M0539","Rheumatic"
1162,"M054","Rheumatic"
1163,"M0540","Rheumatic"
1164,"M0541","Rheumatic"
1165,"M05411","Rheumatic"
1166,"M05412","Rheumatic"
1167,"M05419","Rheumatic"
1168,"M0542","Rheumatic"
1169,"M05421","Rheumatic"
1170,"M05422","Rheumatic"
1171,"M05429","Rheumatic"
1172,"M0543","Rheumatic"
1173,"M05431","Rheumatic"
1174,"M05432","Rheumatic"
1175,"M05439","Rheumatic"
1176,"M0544","Rheumatic"
1177,"M05441","Rheumatic"
1178,"M05442","Rheumatic"
1179,"M05449","Rheumatic"
1180,"M0545","Rheumatic"
1181,"M05451","Rheumatic"
1182,"M05452","Rheumatic"
1183,"M05459","Rheumatic"
1184,"M0546","Rheumatic"
1185,"M05461","Rheumatic"
1186,"M05462","Rheumatic"
1187,"M05469","Rheumatic"
1188,"M0547","Rheumatic"
1189,"M05471","Rheumatic"
1190,"M05472","Rheumatic"
1191,"M05479","Rheumatic"
1192,"M0549","Rheumatic"
1193,"M055","Rheumatic"
1194,"M0550","Rheumatic"
1195,"M0551","Rheumatic"
1196,"M05511","Rheumatic"
1197,"M05512","Rheumatic"
1198,"M05519","Rheumatic"
1199,"M0552","Rheumatic"
1200,"M05521","Rheumatic"
1201,"M05522","Rheumatic"
1202,"M05529","Rheumatic"
1203,"M0553","Rheumatic"
1204,"M05531","Rheumatic"
1205,"M05532","Rheumatic"
1206,"M05539","Rheumatic"
1207,"M0554","Rheumatic"
1208,"M05541","Rheumatic"
1209,"M05542","Rheumatic"
1210,"M05549","Rheumatic"
1211,"M0555","Rheumatic"
1212,"M05551","Rheumatic"
1213,"M05552","Rheumatic"
1214,"M05559","Rheumatic"
1215,"M0556","Rheumatic"
1216,"M05561","Rheumatic"
1217,"M05562","Rheumatic"
1218,"M05569","Rheumatic"
1219,"M0557","Rheumatic"
1220,"M05571","Rheumatic"
1221,"M05572","Rheumatic"
1222,"M05579","Rheumatic"
1223,"M0559","Rheumatic"
1224,"M056","Rheumatic"
1225,"M0560","Rheumatic"
1226,"M0561","Rheumatic"
1227,"M05611","Rheumatic"
1228,"M05612","Rheumatic"
1229,"M05619","Rheumatic"
1230,"M0562","Rheumatic"
1231,"M05621","Rheumatic"
1232,"M05622","Rheumatic"
1233,"M05629","Rheumatic"
1234,"M0563","Rheumatic"
1235,"M05631","Rheumatic"
1236,"M05632","Rheumatic"
1237,"M05639","Rheumatic"
1238,"M0564","Rheumatic"
1239,"M05641","Rheumatic"
1240,"M05642","Rheumatic"
1241,"M05649","Rheumatic"
1242,"M0565","Rheumatic"
1243,"M05651","Rheumatic"
1244,"M05652","Rheumatic"
1245,"M05659","Rheumatic"
1246,"M0566","Rheumatic"
1247,"M05661","Rheumatic"
1248,"M05662","Rheumatic"
1249,"M05669","Rheumatic"
1250,"M0567","Rheumatic"
1251,"M05671","Rheumatic"
1252,"M05672","Rheumatic"
1253,"M05679","Rheumatic"
1254,"M0569","Rheumatic"
1255,"M057","Rheumatic"
1256,"M0570","Rheumatic"
1257,"M0571","Rheumatic"
1258,"M05711","Rheumatic"
1259,"M05712","Rheumatic"
1260,"M05719","Rheumatic"
1261,"M0572","Rheumatic"
1262,"M05721","Rheumatic"
1263,"M05722","Rheumatic"
1264,"M05729","Rheumatic"
1265,"M0573","Rheumatic"
1266,"M05731","Rheumatic"
1267,"M05732","Rheumatic"
1268,"M05739","Rheumatic"
1269,"M0574","Rheumatic"
1270,"M05741","Rheumatic"
1271,"M05742","Rheumatic"
1272,"M05749","Rheumatic"
1273,"M0575","Rheumatic"
1274,"M05751","Rheumatic"
1275,"M05752","Rheumatic"
1276,"M05759","Rheumatic"
1277,"M0576","Rheumatic"
1278,"M05761","Rheumatic"
1279,"M05762","Rheumatic"
1280,"M05769","Rheumatic"
1281,"M0577","Rheumatic"
1282,"M05771","Rheumatic"
1283,"M05772","Rheumatic"
1284,"M05779","Rheumatic"
1285,"M0579","Rheumatic"
1286,"M058","Rheumatic"
1287,"M0580","Rheumatic"
1288,"M0581","Rheumatic"
1289,"M05811","Rheumatic"
1290,"M05812","Rheumatic"
1291,"M05819","Rheumatic"
1292,"M0582","Rheumatic"
1293,"M05821","Rheumatic"
1294,"M05822","Rheumatic"
1295,"M05829","Rheumatic"
1296,"M0583","Rheumatic"
1297,"M05831","Rheumatic"
1298,"M05832","Rheumatic"
1299,"M05839","Rheumatic"
1300,"M0584","Rheumatic"
1301,"M05841","Rheumatic"
1302,"M05842","Rheumatic"
1303,"M05849","Rheumatic"
1304,"M0585","Rheumatic"
1305,"M05851","Rheumatic"
1306,"M05852","Rheumatic"
1307,"M05859","Rheumatic"
1308,"M0586","Rheumatic"
1309,"M05861","Rheumatic"
1310,"M05862","Rheumatic"
1311,"M05869","Rheumatic"
1312,"M0587","Rheumatic"
1313,"M05871","Rheumatic"
1314,"M05872","Rheumatic"
1315,"M05879","Rheumatic"
1316,"M0589","Rheumatic"
1317,"M059","Rheumatic"
1318,"M06","Rheumatic"
1319,"M060","Rheumatic"
1320,"M0600","Rheumatic"
1321,"M0601","Rheumatic"
1322,"M06011","Rheumatic"
1323,"M06012","Rheumatic"
1324,"M06019","Rheumatic"
1325,"M0602","Rheumatic"
1326,"M06021","Rheumatic"
1327,"M06022","Rheumatic"
1328,"M06029","Rheumatic"
1329,"M0603","Rheumatic"
1330,"M06031","Rheumatic"
1331,"M06032","Rheumatic"
1332,"M06039","Rheumatic"
1333,"M0604","Rheumatic"
1334,"M06041","Rheumatic"
1335,"M06042","Rheumatic"
1336,"M06049","Rheumatic"
1337,"M0605","Rheumatic"
1338,"M06051","Rheumatic"
1339,"M06052","Rheumatic"
1340,"M06059","Rheumatic"
1341,"M0606","Rheumatic"
1342,"M06061","Rheumatic"
1343,"M06062","Rheumatic"
1344,"M06069","Rheumatic"
1345,"M0607","Rheumatic"
1346,"M06071","Rheumatic"
1347,"M06072","Rheumatic"
1348,"M06079","Rheumatic"
1349,"M0608","Rheumatic"
1350,"M0609","Rheumatic"
1351,"M061","Rheumatic"
1352,"M062","Rheumatic"
1353,"M0620","Rheumatic"
1354,"M0621","Rheumatic"
1355,"M06211","Rheumatic"
1356,"M06212","Rheumatic"
1357,"M06219","Rheumatic"
1358,"M0622","Rheumatic"
1359,"M06221","Rheumatic"
1360,"M06222","Rheumatic"
1361,"M06229","Rheumatic"
1362,"M0623","Rheumatic"
1363,"M06231","Rheumatic"
1364,"M06232","Rheumatic"
1365,"M06239","Rheumatic"
1366,"M0624","Rheumatic"
1367,"M06241","Rheumatic"
1368,"M06242","Rheumatic"
1369,"M06249","Rheumatic"
1370,"M0625","Rheumatic"
1371,"M06251","Rheumatic"
1372,"M06252","Rheumatic"
1373,"M06259","Rheumatic"
1374,"M0626","Rheumatic"
1375,"M06261","Rheumatic"
1376,"M06262","Rheumatic"
1377,"M06269","Rheumatic"
1378,"M0627","Rheumatic"
1379,"M06271","Rheumatic"
1380,"M06272","Rheumatic"
1381,"M06279","Rheumatic"
1382,"M0628","Rheumatic"
1383,"M0629","Rheumatic"
1384,"M063","Rheumatic"
1385,"M0630","Rheumatic"
1386,"M0631","Rheumatic"
1387,"M06311","Rheumatic"
1388,"M06312","Rheumatic"
1389,"M06319","Rheumatic"
1390,"M0632","Rheumatic"
1391,"M06321","Rheumatic"
1392,"M06322","Rheumatic"
1393,"M06329","Rheumatic"
1394,"M0633","Rheumatic"
1395,"M06331","Rheumatic"
1396,"M06332","Rheumatic"
1397,"M06339","Rheumatic"
1398,"M0634","Rheumatic"
1399,"M06341","Rheumatic"
1400,"M06342","Rheumatic"
1401,"M06349","Rheumatic"
1402,"M0635","Rheumatic"
1403,"M06351","Rheumatic"
1404,"M06352","Rheumatic"
1405,"M06359","Rheumatic"
1406,"M0636","Rheumatic"
1407,"M06361","Rheumatic"
1408,"M06362","Rheumatic"
1409,"M06369","Rheumatic"
1410,"M0637","Rheumatic"
1411,"M06371","Rheumatic"
1412,"M06372","Rheumatic"
1413,"M06379","Rheumatic"
1414,"M0638","Rheumatic"
1415,"M0639","Rheumatic"
1416,"M064","Rheumatic"
1417,"M068","Rheumatic"
1418,"M0680","Rheumatic"
1419,"M0681","Rheumatic"
1420,"M06811","Rheumatic"
1421,"M06812","Rheumatic"
1422,"M06819","Rheumatic"
1423,"M0682","Rheumatic"
1424,"M06821","Rheumatic"
1425,"M06822","Rheumatic"
1426,"M06829","Rheumatic"
1427,"M0683","Rheumatic"
1428,"M06831","Rheumatic"
1429,"M06832","Rheumatic"
1430,"M06839","Rheumatic"
1431,"M0684","Rheumatic"
1432,"M06841","Rheumatic"
1433,"M06842","Rheumatic"
1434,"M06849","Rheumatic"
1435,"M0685","Rheumatic"
1436,"M06851","Rheumatic"
1437,"M06852","Rheumatic"
1438,"M06859","Rheumatic"
1439,"M0686","Rheumatic"
1440,"M06861","Rheumatic"
1441,"M06862","Rheumatic"
1442,"M06869","Rheumatic"
1443,"M0687","Rheumatic"
1444,"M06871","Rheumatic"
1445,"M06872","Rheumatic"
1446,"M06879","Rheumatic"
1447,"M0688","Rheumatic"
1448,"M0689","Rheumatic"
1449,"M069","Rheumatic"
1450,"M315","Rheumatic"
1451,"M32","Rheumatic"
1452,"M320","Rheumatic"
1453,"M321","Rheumatic"
1454,"M3210","Rheumatic"
1455,"M3211","Rheumatic"
1456,"M3212","Rheumatic"
1457,"M3213","Rheumatic"
1458,"M3214","Rheumatic"
1459,"M3215","Rheumatic"
1460,"M3219","Rheumatic"
1461,"M328","Rheumatic"
1462,"M329","Rheumatic"
1463,"M33","Rheumatic"
1464,"M330","Rheumatic"
1465,"M3300","Rheumatic"
1466,"M3301","Rheumatic"
1467,"M3302","Rheumatic"
1468,"M3303","Rheumatic"
1469,"M3309","Rheumatic"
1470,"M331","Rheumatic"
1471,"M3310","Rheumatic"
1472,"M3311","Rheumatic"
1473,"M3312","Rheumatic"
1474,"M3313","Rheumatic"
1475,"M3319","Rheumatic"
1476,"M332","Rheumatic"
1477,"M3320","Rheumatic"
1478,"M3321","Rheumatic"
1479,"M3322","Rheumatic"
1480,"M3329","Rheumatic"
1481,"M339","Rheumatic"
1482,"M3390","Rheumatic"
1483,"M3391","Rheumatic"
1484,"M3392","Rheumatic"
1485,"M3393","Rheumatic"
1486,"M3399","Rheumatic"
1487,"M34","Rheumatic"
1488,"M340","Rheumatic"
1489,"M341","Rheumatic"
1490,"M342","Rheumatic"
1491,"M348","Rheumatic"
1492,"M3481","Rheumatic"
1493,"M3482","Rheumatic"
1494,"M3483","Rheumatic"
1495,"M3489","Rheumatic"
1496,"M349","Rheumatic"
1497,"M351","Rheumatic"
1498,"M353","Rheumatic"
1499,"M360","Rheumatic"
398,"G45","Stroke"
399,"G450","Stroke"
400,"G451","Stroke"
401,"G452","Stroke"
402,"G453","Stroke"
403,"G454","Stroke"
404,"G458","Stroke"
405,"G459","Stroke"
406,"G46","Stroke"
407,"G460","Stroke"
408,"G461","Stroke"
409,"G462","Stroke"
410,"G463","Stroke"
411,"G464","Stroke"
412,"G465","Stroke"
413,"G466","Stroke"
414,"G467","Stroke"
415,"G468","Stroke"
416,"H340","Stroke"
417,"H3400","Stroke"
418,"H3401","Stroke"
419,"H3402","Stroke"
420,"H3403","Stroke"
421,"I60","Stroke"
422,"I600","Stroke"
423,"I6000","Stroke"
424,"I6001","Stroke"
425,"I6002","Stroke"
426,"I601","Stroke"
427,"I6010","Stroke"
428,"I6011","Stroke"
429,"I6012","Stroke"
430,"I602","Stroke"
431,"I6020","Stroke"
432,"I6021","Stroke"
433,"I6022","Stroke"
434,"I603","Stroke"
435,"I6030","Stroke"
436,"I6031","Stroke"
437,"I6032","Stroke"
438,"I604","Stroke"
439,"I605","Stroke"
440,"I6050","Stroke"
441,"I6051","Stroke"
442,"I6052","Stroke"
443,"I606","Stroke"
444,"I607","Stroke"
445,"I608","Stroke"
446,"I609","Stroke"
447,"I61","Stroke"
448,"I610","Stroke"
449,"I611","Stroke"
450,"I612","Stroke"
451,"I613","Stroke"
452,"I614","Stroke"
453,"I615","Stroke"
454,"I616","Stroke"
455,"I618","Stroke"
456,"I619","Stroke"
457,"I62","Stroke"
458,"I620","Stroke"
459,"I6200","Stroke"
460,"I6201","Stroke"
461,"I6202","Stroke"
462,"I6203","Stroke"
463,"I621","Stroke"
464,"I629","Stroke"
465,"I63","Stroke"
466,"I630","Stroke"
467,"I6300","Stroke"
468,"I6301","Stroke"
469,"I63011","Stroke"
470,"I63012","Stroke"
471,"I63013","Stroke"
472,"I63019","Stroke"
473,"I6302","Stroke"
474,"I6303","Stroke"
475,"I63031","Stroke"
476,"I63032","Stroke"
477,"I63033","Stroke"
478,"I63039","Stroke"
479,"I6309","Stroke"
480,"I631","Stroke"
481,"I6310","Stroke"
482,"I6311","Stroke"
483,"I63111","Stroke"
484,"I63112","Stroke"
485,"I63113","Stroke"
486,"I63119","Stroke"
487,"I6312","Stroke"
488,"I6313","Stroke"
489,"I63131","Stroke"
490,"I63132","Stroke"
491,"I63133","Stroke"
492,"I63139","Stroke"
493,"I6319","Stroke"
494,"I632","Stroke"
495,"I6320","Stroke"
496,"I6321","Stroke"
497,"I63211","Stroke"
498,"I63212","Stroke"
499,"I63213","Stroke"
500,"I63219","Stroke"
501,"I6322","Stroke"
502,"I6323","Stroke"
503,"I63231","Stroke"
504,"I63232","Stroke"
505,"I63233","Stroke"
506,"I63239","Stroke"
507,"I6329","Stroke"
508,"I633","Stroke"
509,"I6330","Stroke"
510,"I6331","Stroke"
511,"I63311","Stroke"
512,"I63312","Stroke"
513,"I63313","Stroke"
514,"I63319","Stroke"
515,"I6332","Stroke"
516,"I63321","Stroke"
517,"I63322","Stroke"
518,"I63323","Stroke"
519,"I63329","Stroke"
520,"I6333","Stroke"
521,"I63331","Stroke"
522,"I63332","Stroke"
523,"I63333","Stroke"
524,"I63339","Stroke"
525,"I6334","Stroke"
526,"I63341","Stroke"
527,"I63342","Stroke"
528,"I63343","Stroke"
529,"I63349","Stroke"
530,"I6339","Stroke"
531,"I634","Stroke"
532,"I6340","Stroke"
533,"I6341","Stroke"
534,"I63411","Stroke"
535,"I63412","Stroke"
536,"I63413","Stroke"
537,"I63419","Stroke"
538,"I6342","Stroke"
539,"I63421","Stroke"
540,"I63422","Stroke"
541,"I63423","Stroke"
542,"I63429","Stroke"
543,"I6343","Stroke"
544,"I63431","Stroke"
545,"I63432","Stroke"
546,"I63433","Stroke"
547,"I63439","Stroke"
548,"I6344","Stroke"
549,"I63441","Stroke"
550,"I63442","Stroke"
551,"I63443","Stroke"
552,"I63449","Stroke"
553,"I6349","Stroke"
554,"I635","Stroke"
555,"I6350","Stroke"
556,"I6351","Stroke"
557,"I63511","Stroke"
558,"I63512","Stroke"
559,"I63513","Stroke"
560,"I63519","Stroke"
561,"I6352","Stroke"
562,"I63521","Stroke"
563,"I63522","Stroke"
564,"I63523","Stroke"
565,"I63529","Stroke"
566,"I6353","Stroke"
567,"I63531","Stroke"
568,"I63532","Stroke"
569,"I63533","Stroke"
570,"I63539","Stroke"
571,"I6354","Stroke"
572,"I63541","Stroke"
573,"I63542","Stroke"
574,"I63543","Stroke"
575,"I63549","Stroke"
576,"I6359","Stroke"
577,"I636","Stroke"
578,"I638","Stroke"
579,"I6381","Stroke"
580,"I6389","Stroke"
581,"I639","Stroke"
582,"I64","Stroke"
583,"I65","Stroke"
584,"I650","Stroke"
585,"I6501","Stroke"
586,"I6502","Stroke"
587,"I6503","Stroke"
588,"I6509","Stroke"
589,"I651","Stroke"
590,"I652","Stroke"
591,"I6521","Stroke"
592,"I6522","Stroke"
593,"I6523","Stroke"
594,"I6529","Stroke"
595,"I658","Stroke"
596,"I659","Stroke"
597,"I66","Stroke"
598,"I660","Stroke"
599,"I6601","Stroke"
600,"I6602","Stroke"
601,"I6603","Stroke"
602,"I6609","Stroke"
603,"I661","Stroke"
604,"I6611","Stroke"
605,"I6612","Stroke"
606,"I6613","Stroke"
607,"I6619","Stroke"
608,"I662","Stroke"
609,"I6621","Stroke"
610,"I6622","Stroke"
611,"I6623","Stroke"
612,"I6629","Stroke"
613,"I663","Stroke"
614,"I668","Stroke"
615,"I669","Stroke"
616,"I67","Stroke"
617,"I670","Stroke"
618,"I671","Stroke"
619,"I672","Stroke"
620,"I673","Stroke"
621,"I674","Stroke"
622,"I675","Stroke"
623,"I676","Stroke"
624,"I677","Stroke"
625,"I678","Stroke"
626,"I6781","Stroke"
627,"I6782","Stroke"
628,"I6783","Stroke"
629,"I6784","Stroke"
630,"I67841","Stroke"
631,"I67848","Stroke"
632,"I6785","Stroke"
633,"I67850","Stroke"
634,"I67858","Stroke"
635,"I6789","Stroke"
636,"I679","Stroke"
637,"I68","Stroke"
638,"I680","Stroke"
639,"I682","Stroke"
640,"I688","Stroke"
641,"I69","Stroke"
642,"I690","Stroke"
643,"I6900","Stroke"
644,"I6901","Stroke"
645,"I69010","Stroke"
646,"I69011","Stroke"
647,"I69012","Stroke"
648,"I69013","Stroke"
649,"I69014","Stroke"
650,"I69015","Stroke"
651,"I69018","Stroke"
652,"I69019","Stroke"
653,"I6902","Stroke"
654,"I69020","Stroke"
655,"I69021","Stroke"
656,"I69022","Stroke"
657,"I69023","Stroke"
658,"I69028","Stroke"
659,"I6903","Stroke"
660,"I69031","Stroke"
661,"I69032","Stroke"
662,"I69033","Stroke"
663,"I69034","Stroke"
664,"I69039","Stroke"
665,"I6904","Stroke"
666,"I69041","Stroke"
667,"I69042","Stroke"
668,"I69043","Stroke"
669,"I69044","Stroke"
670,"I69049","Stroke"
671,"I6905","Stroke"
672,"I69051","Stroke"
673,"I69052","Stroke"
674,"I69053","Stroke"
675,"I69054","Stroke"
676,"I69059","Stroke"
677,"I6906","Stroke"
678,"I69061","Stroke"
679,"I69062","Stroke"
680,"I69063","Stroke"
681,"I69064","Stroke"
682,"I69065","Stroke"
683,"I69069","Stroke"
684,"I6909","Stroke"
685,"I69090","Stroke"
686,"I69091","Stroke"
687,"I69092","Stroke"
688,"I69093","Stroke"
689,"I69098","Stroke"
690,"I691","Stroke"
691,"I6910","Stroke"
692,"I6911","Stroke"
693,"I69110","Stroke"
694,"I69111","Stroke"
695,"I69112","Stroke"
696,"I69113","Stroke"
697,"I69114","Stroke"
698,"I69115","Stroke"
699,"I69118","Stroke"
700,"I69119","Stroke"
701,"I6912","Stroke"
702,"I69120","Stroke"
703,"I69121","Stroke"
704,"I69122","Stroke"
705,"I69123","Stroke"
706,"I69128","Stroke"
707,"I6913","Stroke"
708,"I69131","Stroke"
709,"I69132","Stroke"
710,"I69133","Stroke"
711,"I69134","Stroke"
712,"I69139","Stroke"
713,"I6914","Stroke"
714,"I69141","Stroke"
715,"I69142","Stroke"
716,"I69143","Stroke"
717,"I69144","Stroke"
718,"I69149","Stroke"
719,"I6915","Stroke"
720,"I69151","Stroke"
721,"I69152","Stroke"
722,"I69153","Stroke"
723,"I69154","Stroke"
724,"I69159","Stroke"
725,"I6916","Stroke"
726,"I69161","Stroke"
727,"I69162","Stroke"
728,"I69163","Stroke"
729,"I69164","Stroke"
730,"I69165","Stroke"
731,"I69169","Stroke"
732,"I6919","Stroke"
733,"I69190","Stroke"
734,"I69191","Stroke"
735,"I69192","Stroke"
736,"I69193","Stroke"
737,"I69198","Stroke"
738,"I692","Stroke"
739,"I6920","Stroke"
740,"I6921","Stroke"
741,"I69210","Stroke"
742,"I69211","Stroke"
743,"I69212","Stroke"
744,"I69213","Stroke"
745,"I69214","Stroke"
746,"I69215","Stroke"
747,"I69218","Stroke"
748,"I69219","Stroke"
749,"I6922","Stroke"
750,"I69220","Stroke"
751,"I69221","Stroke"
752,"I69222","Stroke"
753,"I69223","Stroke"
754,"I69228","Stroke"
755,"I6923","Stroke"
756,"I69231","Stroke"
757,"I69232","Stroke"
758,"I69233","Stroke"
759,"I69234","Stroke"
760,"I69239","Stroke"
761,"I6924","Stroke"
762,"I69241","Stroke"
763,"I69242","Stroke"
764,"I69243","Stroke"
765,"I69244","Stroke"
766,"I69249","Stroke"
767,"I6925","Stroke"
768,"I69251","Stroke"
769,"I69252","Stroke"
770,"I69253","Stroke"
771,"I69254","Stroke"
772,"I69259","Stroke"
773,"I6926","Stroke"
774,"I69261","Stroke"
775,"I69262","Stroke"
776,"I69263","Stroke"
777,"I69264","Stroke"
778,"I69265","Stroke"
779,"I69269","Stroke"
780,"I6929","Stroke"
781,"I69290","Stroke"
782,"I69291","Stroke"
783,"I69292","Stroke"
784,"I69293","Stroke"
785,"I69298","Stroke"
786,"I693","Stroke"
