 ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
 1,0.000,0.000,0.000,0.000,ddl.py:481(CreateTable)
 1,0.000,0.000,0.000,0.000,ddl.py:508(_DropView)
 1,0.000,0.000,0.000,0.000,ddl.py:519(CreateColumn)
 1,0.000,0.000,0.000,0.000,ddl.py:624(DropTable)
 1,0.000,0.000,0.000,0.000,ddl.py:630(CreateSequence)
 1,0.000,0.000,0.000,0.000,ddl.py:636(DropSequence)
 1,0.000,0.000,0.000,0.000,ddl.py:642(CreateIndex)
 1,0.000,0.000,0.000,0.000,ddl.py:648(DropIndex)
 1,0.000,0.000,0.000,0.000,ddl.py:654(AddConstraint)
 1,0.000,0.000,0.000,0.000,ddl.py:666(DropConstraint)
 1,0.000,0.000,0.000,0.000,ddl.py:679(SetTableComment)
 1,0.000,0.000,0.000,0.000,ddl.py:685(DropTableComment)
 1,0.000,0.000,0.000,0.000,ddl.py:695(SetColumnComment)
 1,0.000,0.000,0.000,0.000,ddl.py:701(DropColumnComment)
 1,0.000,0.000,0.000,0.000,ddl.py:707(DDLBase)
 1,0.000,0.000,0.000,0.000,ddl.py:712(SchemaGenerator)
 1,0.000,0.000,0.000,0.000,ddl.py:863(SchemaDropper)
 1,0.000,0.000,0.003,0.003,decimal.py:2(<module>)
 1,0.000,0.000,0.003,0.003,decoder.py:2(<module>)
 1,0.000,0.000,0.000,0.000,decoder.py:20(JSONDecodeError)
 1,0.000,0.000,0.000,0.000,decoder.py:253(JSONDecoder)
 1,0.000,0.000,0.000,0.000,decoder.py:283(__init__)
 2,0.000,0.000,0.000,0.000,decoder.py:334(decode)
 2,0.000,0.000,0.000,0.000,decoder.py:345(raw_decode)
 1,0.000,0.000,0.000,0.000,decorators.py:15(<module>)
 1,0.000,0.000,0.000,0.000,decorators.py:99(skipif)
 1,0.000,0.000,0.007,0.007,default.py:14(<module>)
 1,0.000,0.000,0.000,0.000,default.py:42(DefaultDialect)
 1,0.000,0.000,0.000,0.000,default.py:551(StrCompileDialect)
 1,0.000,0.000,0.000,0.000,default.py:568(DefaultExecutionContext)
 1,0.000,0.000,0.000,0.000,default_comparator.py:9(<module>)
 1,0.000,0.000,0.000,0.000,defchararray.py:1669(chararray)
 1,0.000,0.000,0.000,0.000,defchararray.py:17(<module>)
 1,0.000,0.000,0.004,0.004,defmatrix.py:1(<module>)
 1,0.000,0.000,0.000,0.000,defmatrix.py:70(matrix)
 1,0.000,0.000,0.000,0.000,deprecation.py:1(<module>)
 24,0.000,0.000,0.000,0.000,deprecation.py:115(deprecated)
 24,0.000,0.000,0.001,0.000,deprecation.py:178(deprecate)
 4,0.000,0.000,0.000,0.000,deprecation.py:189(finalize)
 30,0.000,0.000,0.000,0.000,deprecation.py:23(_generate_deprecation_message)
 20,0.000,0.000,0.000,0.000,deprecation.py:237(finalize)
 2/1,0.000,0.000,0.000,0.000,deprecation.py:248(wrapper)
 6,0.000,0.000,0.000,0.000,deprecation.py:54(warn_deprecated)
 1,0.000,0.000,0.000,0.000,deprecation.py:6(MatplotlibDeprecationWarning)
 11,0.000,0.000,0.000,0.000,deprecations.py:101(_sanitize_restructured_text)
 29,0.000,0.000,0.000,0.000,deprecations.py:102(repl)
 11,0.000,0.000,0.003,0.000,deprecations.py:111(_decorate_with_warning)
 52,0.000,0.000,0.002,0.000,deprecations.py:132(_dedent_docstring)
 52,0.000,0.000,0.005,0.000,deprecations.py:144(inject_docstring_text)
 52,0.000,0.000,0.000,0.000,deprecations.py:151(<listcomp>)
 11,0.000,0.000,0.000,0.000,deprecations.py:27(deprecated)
 11,0.000,0.000,0.003,0.000,deprecations.py:52(decorate)
 1,0.000,0.000,0.002,0.002,deprecations.py:9(<module>)
 1,0.000,0.000,0.000,0.000,difflib.py:1707(HtmlDiff)
 1,0.000,0.000,0.001,0.001,difflib.py:27(<module>)
 1,0.000,0.000,0.000,0.000,difflib.py:43(SequenceMatcher)
 1,0.000,0.000,0.000,0.000,difflib.py:751(Differ)
 1,0.000,0.000,0.004,0.004,dis.py:1(<module>)
 1,0.000,0.000,0.000,0.000,dis.py:178(Instruction)
 1,0.000,0.000,0.000,0.000,dis.py:416(Bytecode)
 1,0.000,0.000,0.017,0.017,dml.py:10(<module>)
 1,0.000,0.000,0.000,0.000,dml.py:200(ValuesBase)
 1,0.000,0.000,0.000,0.000,dml.py:30(UpdateBase)
 1,0.000,0.000,0.000,0.000,dml.py:469(Insert)
 1,0.000,0.000,0.000,0.000,dml.py:622(Update)
 1,0.000,0.000,0.000,0.000,dml.py:807(Delete)
 1,0.000,0.000,0.000,0.000,drawing.py:13(Drawing)
 1,0.000,0.000,0.009,0.009,drawing.py:8(<module>)
 1,0.000,0.000,0.003,0.003,dtypes.py:1(<module>)
 1,0.000,0.000,0.000,0.000,dtypes.py:166(CategoricalDtypeType)
 1,0.000,0.000,0.000,0.000,dtypes.py:173(CategoricalDtype)
 13,0.000,0.000,0.000,0.000,dtypes.py:19(register_extension_dtype)
 1,0.000,0.000,0.000,0.000,dtypes.py:225(__init__)
 1,0.000,0.000,0.000,0.000,dtypes.py:328(_finalize)
 1,0.000,0.000,0.000,0.000,dtypes.py:39(Registry)
 58,0.000,0.000,0.000,0.000,dtypes.py:452(construct_from_string)
 1,0.000,0.000,0.000,0.000,dtypes.py:465(validate_ordered)
 1,0.000,0.000,0.000,0.000,dtypes.py:54(__init__)
 13,0.000,0.000,0.000,0.000,dtypes.py:57(register)
 1,0.000,0.000,0.000,0.000,dtypes.py:576(DatetimeTZDtype)
 55,0.000,0.000,0.000,0.000,dtypes.py:672(construct_from_string)
 870,0.002,0.000,0.006,0.000,dtypes.py:68(find)
 1,0.000,0.000,0.000,0.000,dtypes.py:730(PeriodDtype)
 22,0.000,0.000,0.003,0.000,dtypes.py:786(construct_from_string)
 316,0.001,0.000,0.002,0.000,dtypes.py:827(is_dtype)
 1,0.000,0.000,0.000,0.000,dtypes.py:856(IntervalDtype)
 1,0.000,0.000,0.000,0.000,dtypes.py:872(__new__)
 22,0.000,0.000,0.000,0.000,dtypes.py:929(construct_from_string)
 261,0.001,0.000,0.003,0.000,dtypes.py:968(is_dtype)
 1,0.000,0.000,0.000,0.000,dtypes.py:99(PandasExtensionDtype)
 1,0.000,0.000,0.000,0.000,easter.py:5(<module>)
 1,0.000,0.000,0.000,0.000,einsumfunc.py:4(<module>)
 1,0.000,0.000,0.007,0.007,elements.py:11(<module>)
 1,0.000,0.000,0.000,0.000,elements.py:1230(TypeClause)
 1,0.000,0.000,0.001,0.001,elements.py:1243(TextClause)
 1,0.000,0.000,0.000,0.000,elements.py:163(ClauseElement)
 1,0.000,0.000,0.000,0.000,elements.py:1670(Null)
 1,0.000,0.000,0.000,0.000,elements.py:1694(False_)
 1,0.000,0.000,0.000,0.000,elements.py:1753(True_)
 1,0.000,0.000,0.000,0.000,elements.py:1819(ClauseList)
 2,0.000,0.000,0.000,0.000,elements.py:1828(__init__)
 2,0.000,0.000,0.000,0.000,elements.py:1837(<listcomp>)
 1,0.000,0.000,0.000,0.000,elements.py:1911(BooleanClauseList)
 1,0.000,0.000,0.000,0.000,elements.py:2045(Tuple)
 1,0.000,0.000,0.000,0.000,elements.py:2098(Case)
 1,0.000,0.000,0.000,0.000,elements.py:2337(Cast)
 1,0.000,0.000,0.000,0.000,elements.py:2424(TypeCoerce)
 1,0.000,0.000,0.000,0.000,elements.py:2527(Extract)
 1,0.000,0.000,0.000,0.000,elements.py:2555(_label_reference)
 1,0.000,0.000,0.000,0.000,elements.py:2581(_textual_label_reference)
 1,0.000,0.000,0.000,0.000,elements.py:2592(UnaryExpression)
 1,0.000,0.000,0.000,0.000,elements.py:2894(CollectionAggregate)
 1,0.000,0.000,0.000,0.000,elements.py:2988(AsBoolean)
 1,0.000,0.000,0.000,0.000,elements.py:3008(BinaryExpression)
 1,0.000,0.000,0.000,0.000,elements.py:3111(Slice)
 1,0.000,0.000,0.000,0.000,elements.py:3132(IndexExpression)
 1,0.000,0.000,0.000,0.000,elements.py:3139(Grouping)
 1,0.000,0.000,0.000,0.000,elements.py:3193(Over)
 1,0.000,0.000,0.000,0.000,elements.py:3397(WithinGroup)
 1,0.000,0.000,0.000,0.000,elements.py:3506(FunctionFilter)
 1,0.000,0.000,0.000,0.000,elements.py:3630(Label)
 1,0.000,0.000,0.000,0.000,elements.py:3749(ColumnClause)
 1,0.000,0.000,0.000,0.000,elements.py:4020(CollationClause)
 1,0.000,0.000,0.000,0.000,elements.py:4027(_IdentifiedClause)
 1,0.000,0.000,0.000,0.000,elements.py:4038(SavepointClause)
 1,0.000,0.000,0.000,0.000,elements.py:4042(RollbackToSavepointClause)
 1,0.000,0.000,0.000,0.000,elements.py:4046(ReleaseSavepointClause)
 1,0.000,0.000,0.000,0.000,elements.py:4050(quoted_name)
 1,0.000,0.000,0.000,0.000,elements.py:4100(__new__)
 1,0.000,0.000,0.000,0.000,elements.py:4139(_truncated_label)
 1,0.000,0.000,0.000,0.000,elements.py:4145(__new__)
 1,0.000,0.000,0.000,0.000,elements.py:4157(conv)
 1,0.000,0.000,0.000,0.000,elements.py:4205(_defer_name)
 1,0.000,0.000,0.000,0.000,elements.py:4213(__new__)
 1,0.000,0.000,0.000,0.000,elements.py:4225(_defer_none_name)
 1,0.000,0.000,0.000,0.000,elements.py:4240(_anonymous_label)
 1,0.000,0.000,0.000,0.000,elements.py:4562(AnnotatedColumnElement)
 1,0.000,0.000,0.000,0.000,elements.py:513(ColumnElement)
 1,0.000,0.000,0.000,0.000,elements.py:866(BindParameter)
 1,0.000,0.000,0.000,0.000,encoder.py:104(__init__)
 1,0.000,0.000,0.001,0.001,encoder.py:2(<module>)
 1,0.000,0.000,0.000,0.000,encoder.py:73(JSONEncoder)
 1,0.000,0.000,0.001,0.001,encoders.py:5(<module>)
 1,0.000,0.000,0.000,0.000,engines.py:101(NumExprEngine)
 1,0.000,0.000,0.000,0.000,engines.py:133(PythonEngine)
 1,0.000,0.000,0.000,0.000,engines.py:19(NumExprClobberingError)
 1,0.000,0.000,0.002,0.002,engines.py:3(<module>)
 1,0.000,0.000,0.000,0.000,engines.py:41(AbstractEngine)
 16,0.000,0.000,0.000,0.000,enum.py:114(__prepare__)
 16,0.002,0.000,0.006,0.000,enum.py:124(__new__)
 16,0.000,0.000,0.000,0.000,enum.py:135(<dictcomp>)
 16,0.000,0.000,0.001,0.000,enum.py:160(<setcomp>)
 50,0.000,0.000,0.000,0.000,enum.py:181(<genexpr>)
 223,0.000,0.000,0.001,0.000,enum.py:20(_is_descriptor)
 4655,0.002,0.000,0.011,0.000,enum.py:267(__call__)
 263,0.000,0.000,0.000,0.000,enum.py:28(_is_dunder)
 16,0.000,0.000,0.000,0.000,enum.py:312(__getattr__)
 16,0.000,0.000,0.000,0.000,enum.py:337(__members__)
 334,0.001,0.000,0.001,0.000,enum.py:353(__setattr__)
 263,0.000,0.000,0.000,0.000,enum.py:36(_is_sunder)
 13,0.000,0.000,0.006,0.000,enum.py:366(_create_)
 45,0.000,0.000,0.000,0.000,enum.py:419(_get_mixins_)
 1,0.000,0.000,0.000,0.000,enum.py:43(_make_class_unpicklable)
 16,0.000,0.000,0.000,0.000,enum.py:464(_find_new_)
 4642,0.002,0.000,0.003,0.000,enum.py:517(__new__)
 205,0.000,0.000,0.000,0.000,enum.py:594(name)
 10,0.000,0.000,0.000,0.000,enum.py:599(value)
 13,0.000,0.000,0.008,0.001,enum.py:604(_convert)
 13,0.000,0.000,0.001,0.000,enum.py:625(<listcomp>)
 159,0.000,0.000,0.000,0.000,enum.py:630(<lambda>)
 16,0.000,0.000,0.000,0.000,enum.py:65(__init__)
 263,0.000,0.000,0.001,0.000,enum.py:70(__setitem__)
 10,0.000,0.000,0.001,0.000,enum.py:760(_missing_)
 10,0.000,0.000,0.001,0.000,enum.py:767(_create_pseudo_member_)
 194,0.000,0.000,0.001,0.000,enum.py:797(__or__)
 1794,0.002,0.000,0.006,0.000,enum.py:803(__and__)
 82,0.000,0.000,0.000,0.000,enum.py:822(_high_bit)
 10,0.000,0.000,0.001,0.000,enum.py:839(_decompose)
 1,0.000,0.000,0.000,0.000,enum.py:850(<listcomp>)
 9,0.000,0.000,0.000,0.000,enum.py:857(<listcomp>)
 33,0.000,0.000,0.000,0.000,enum.py:868(<lambda>)
 106,0.000,0.000,0.000,0.000,enum.py:874(_power_of_two)
 1,0.000,0.000,0.000,0.000,error.py:12(<module>)
 1,0.000,0.000,0.000,0.000,error.py:19(URLError)
 1,0.000,0.000,0.000,0.000,error.py:35(HTTPError)
 1,0.000,0.000,0.000,0.000,error.py:73(ContentTooShortError)
 1,0.000,0.000,0.000,0.000,errors.py:104(ObsoleteHeaderDefect)
 1,0.000,0.000,0.000,0.000,errors.py:107(NonASCIILocalPartDefect)
 1,0.000,0.000,0.000,0.000,errors.py:12(MessageParseError)
 1,0.000,0.000,0.000,0.000,errors.py:16(HeaderParseError)
 1,0.000,0.000,0.000,0.000,errors.py:20(BoundaryError)
 1,0.000,0.000,0.000,0.000,errors.py:24(MultipartConversionError)
 1,0.000,0.000,0.000,0.000,errors.py:28(CharsetError)
 1,0.000,0.000,0.000,0.000,errors.py:33(MessageDefect)
 1,0.000,0.000,0.000,0.000,errors.py:41(NoBoundaryInMultipartDefect)
 1,0.000,0.000,0.000,0.000,errors.py:44(StartBoundaryNotFoundDefect)
 1,0.000,0.000,0.000,0.000,errors.py:47(CloseBoundaryNotFoundDefect)
 1,0.000,0.000,0.000,0.000,errors.py:5(<module>)
 1,0.000,0.000,0.000,0.000,errors.py:50(FirstHeaderLineIsContinuationDefect)
 1,0.000,0.000,0.000,0.000,errors.py:53(MisplacedEnvelopeHeaderDefect)
 1,0.000,0.000,0.000,0.000,errors.py:56(MissingHeaderBodySeparatorDefect)
 1,0.000,0.000,0.000,0.000,errors.py:61(MultipartInvariantViolationDefect)
 1,0.000,0.000,0.000,0.000,errors.py:64(InvalidMultipartContentTransferEncodingDefect)
 1,0.000,0.000,0.000,0.000,errors.py:67(UndecodableBytesDefect)
 1,0.000,0.000,0.000,0.000,errors.py:70(InvalidBase64PaddingDefect)
 1,0.000,0.000,0.000,0.000,errors.py:73(InvalidBase64CharactersDefect)
 1,0.000,0.000,0.000,0.000,errors.py:76(InvalidBase64LengthDefect)
 1,0.000,0.000,0.000,0.000,errors.py:8(MessageError)
 1,0.000,0.000,0.000,0.000,errors.py:81(HeaderDefect)
 1,0.000,0.000,0.000,0.000,errors.py:87(InvalidHeaderDefect)
 1,0.000,0.000,0.000,0.000,errors.py:90(HeaderMissingRequiredValue)
 1,0.000,0.000,0.000,0.000,errors.py:93(NonPrintableDefect)
 1,0.000,0.000,0.002,0.002,eval.py:4(<module>)
 1,0.000,0.000,0.000,0.000,events.py:1158(DialectEvents)
 1,0.000,0.000,0.000,0.000,events.py:19(DDLEvents)
 1,0.000,0.000,0.000,0.000,events.py:295(PoolEvents)
 1,0.000,0.000,0.000,0.000,events.py:521(ConnectionEvents)
 1,0.000,0.000,0.023,0.023,events.py:8(<module>)
 1,0.000,0.000,0.000,0.000,exc.py:104(NoSuchModuleError)
 1,0.000,0.000,0.000,0.000,exc.py:109(NoForeignKeysError)
 1,0.000,0.000,0.000,0.000,exc.py:114(AmbiguousForeignKeysError)
 1,0.000,0.000,0.000,0.000,exc.py:119(CircularDependencyError)
 1,0.000,0.000,0.001,0.001,exc.py:14(<module>)
 1,0.000,0.000,0.000,0.000,exc.py:150(CompileError)
 1,0.000,0.000,0.000,0.000,exc.py:154(UnsupportedCompilationError)
 1,0.000,0.000,0.000,0.000,exc.py:166(IdentifierError)
 1,0.000,0.000,0.000,0.000,exc.py:170(DisconnectionError)
 1,0.000,0.000,0.000,0.000,exc.py:184(InvalidatePoolError)
 1,0.000,0.000,0.000,0.000,exc.py:19(SQLAlchemyError)
 1,0.000,0.000,0.000,0.000,exc.py:202(TimeoutError)
 1,0.000,0.000,0.000,0.000,exc.py:206(InvalidRequestError)
 1,0.000,0.000,0.000,0.000,exc.py:214(NoInspectionAvailable)
 1,0.000,0.000,0.000,0.000,exc.py:219(ResourceClosedError)
 1,0.000,0.000,0.000,0.000,exc.py:224(NoSuchColumnError)
 1,0.000,0.000,0.000,0.000,exc.py:228(NoReferenceError)
 1,0.000,0.000,0.000,0.000,exc.py:232(NoReferencedTableError)
 1,0.000,0.000,0.000,0.000,exc.py:246(NoReferencedColumnError)
 1,0.000,0.000,0.000,0.000,exc.py:264(NoSuchTableError)
 1,0.000,0.000,0.000,0.000,exc.py:268(UnreflectableTableError)
 1,0.000,0.000,0.000,0.000,exc.py:276(UnboundExecutionError)
 1,0.000,0.000,0.000,0.000,exc.py:280(DontWrapMixin)
 1,0.000,0.000,0.000,0.000,exc.py:306(StatementError)
 1,0.000,0.000,0.000,0.000,exc.py:359(DBAPIError)
 1,0.000,0.000,0.000,0.000,exc.py:475(InterfaceError)
 1,0.000,0.000,0.000,0.000,exc.py:481(DatabaseError)
 1,0.000,0.000,0.000,0.000,exc.py:487(DataError)
 1,0.000,0.000,0.000,0.000,exc.py:493(OperationalError)
 1,0.000,0.000,0.000,0.000,exc.py:499(IntegrityError)
 1,0.000,0.000,0.000,0.000,exc.py:505(InternalError)
 1,0.000,0.000,0.000,0.000,exc.py:511(ProgrammingError)
 1,0.000,0.000,0.000,0.000,exc.py:517(NotSupportedError)
 1,0.000,0.000,0.000,0.000,exc.py:526(SADeprecationWarning)
 1,0.000,0.000,0.000,0.000,exc.py:530(SAPendingDeprecationWarning)
 1,0.000,0.000,0.000,0.000,exc.py:534(SAWarning)
 1,0.000,0.000,0.000,0.000,exc.py:82(ArgumentError)
 1,0.000,0.000,0.000,0.000,exc.py:90(ObjectNotExecutableError)
 1,0.000,0.000,0.069,0.069,excel.py:1037(__new__)
 1,0.000,0.000,0.000,0.000,excel.py:1102(__init__)
 1,0.000,0.000,0.000,0.000,excel.py:1131(_get_sheet_name)
 443720,0.518,0.000,0.966,0.000,excel.py:1139(_value_with_fmt)
 1,0.000,0.000,0.000,0.000,excel.py:1172(check_extension)
 2,0.000,0.000,0.000,0.000,excel.py:1178(<genexpr>)
 1,0.000,0.000,0.000,0.000,excel.py:1198(_OpenpyxlWriter)
 1,0.000,0.000,0.000,0.000,excel.py:1652(_XlwtWriter)
 1,0.000,0.000,0.000,0.000,excel.py:1783(_XlsxStyler)
 1,0.000,0.000,0.000,0.000,excel.py:1860(convert)
 1,0.000,0.000,0.000,0.000,excel.py:1926(_XlsxWriter)
 1,0.000,0.000,0.000,0.000,excel.py:1930(__init__)
 1,0.000,0.000,3.634,3.634,excel.py:1947(save)
 1,0.823,0.823,7.617,7.617,excel.py:1954(write_cells)
 1,0.000,0.000,0.001,0.001,excel.py:2(<module>)
 1,0.000,0.000,0.000,0.000,excel.py:24(ExcelCell)
 3,0.000,0.000,0.000,0.000,excel.py:273(register_writer)
 443720,0.180,0.000,0.180,0.000,excel.py:28(__init__)
 1,0.000,0.000,0.069,0.069,excel.py:290(_get_default_writer)
 1,0.000,0.000,0.008,0.008,excel.py:3(<module>)
 1,0.000,0.000,0.000,0.000,excel.py:300(get_writer)
 1,0.000,0.000,0.067,0.067,excel.py:308(read_excel)
 1,0.000,0.000,0.000,0.000,excel.py:313(ExcelFormatter)
 1,0.000,0.000,0.004,0.004,excel.py:346(__init__)
 1,0.000,0.000,0.000,0.000,excel.py:378(_XlrdReader)
 1,0.000,0.000,0.000,0.000,excel.py:38(CSSToExcelConverter)
 1,0.000,0.000,0.040,0.040,excel.py:380(__init__)
 10,0.000,0.000,0.000,0.000,excel.py:384(header_style)
 443720,0.401,0.000,1.006,0.000,excel.py:394(_format_value)
 1,0.000,0.000,0.016,0.016,excel.py:433(parse)
 11,0.000,0.000,0.000,0.000,excel.py:453(_format_header_regular)
 459,0.000,0.000,0.000,0.000,excel.py:464(_parse_cell)
 1,0.000,0.000,0.000,0.000,excel.py:476(_format_header)
 1,0.000,0.000,0.000,0.000,excel.py:484(<listcomp>)
 11,0.000,0.000,0.000,0.000,excel.py:486(<lambda>)
 1,0.000,0.000,0.000,0.000,excel.py:493(_format_body)
 443711,0.142,0.000,0.994,0.000,excel.py:500(_format_regular_rows)
 51,0.000,0.000,0.000,0.000,excel.py:530(<listcomp>)
 443711,0.668,0.000,0.852,0.000,excel.py:607(_generate_body)
 1,0.000,0.000,0.000,0.000,excel.py:623(ExcelFile)
 443721,0.312,0.000,2.311,0.000,excel.py:625(get_formatted_cells)
 1,0.000,0.000,11.320,11.320,excel.py:631(write)
 1,0.000,0.000,0.051,0.051,excel.py:642(__init__)
 1,0.000,0.000,0.016,0.016,excel.py:658(parse)
 1,0.000,0.000,0.000,0.000,excel.py:805(_maybe_convert_usecols)
 1,0.000,0.000,0.000,0.000,excel.py:835(_validate_freeze_panes)
 1,0.000,0.000,0.000,0.000,excel.py:952(ExcelWriter)
 1,0.000,0.000,0.000,0.000,exceptions.py:1(<module>)
 1,0.000,0.000,0.000,0.000,exceptions.py:1(UnpackException)
 1,0.000,0.000,0.000,0.000,exceptions.py:11(UnknownTimeZoneError)
 1,0.000,0.000,0.000,0.000,exceptions.py:13(UnpackValueError)
 1,0.000,0.000,0.000,0.000,exceptions.py:13(XlsxInputError)
 1,0.000,0.000,0.000,0.000,exceptions.py:17(ExtraData)
 1,0.000,0.000,0.000,0.000,exceptions.py:17(XlsxFileError)
 1,0.000,0.000,0.000,0.000,exceptions.py:21(EmptyChartSeries)
 1,0.000,0.000,0.000,0.000,exceptions.py:25(DuplicateTableName)
 1,0.000,0.000,0.000,0.000,exceptions.py:27(InvalidTimeError)
 1,0.000,0.000,0.000,0.000,exceptions.py:27(PackException)
 1,0.000,0.000,0.000,0.000,exceptions.py:29(InvalidWorksheetName)
 1,0.000,0.000,0.000,0.000,exceptions.py:3(<module>)
 1,0.000,0.000,0.000,0.000,exceptions.py:31(AmbiguousTimeError)
 1,0.000,0.000,0.000,0.000,exceptions.py:31(PackValueError)
 1,0.000,0.000,0.000,0.000,exceptions.py:33(DuplicateWorksheetName)
 1,0.000,0.000,0.000,0.000,exceptions.py:37(UndefinedImageSize)
 1,0.000,0.000,0.000,0.000,exceptions.py:41(UnsupportedImageFormat)
 1,0.000,0.000,0.000,0.000,exceptions.py:42(NonExistentTimeError)
 1,0.000,0.000,0.000,0.000,exceptions.py:5(BufferFull)
 1,0.000,0.000,0.000,0.000,exceptions.py:9(<module>)
 1,0.000,0.000,0.000,0.000,exceptions.py:9(OutOfData)
 1,0.000,0.000,0.000,0.000,exceptions.py:9(XlsxWriterException)
 1,0.000,0.000,0.001,0.001,expat.py:1(<module>)
 3,0.000,0.000,0.000,0.000,expr.py:105(_compose2)
 2,0.000,0.000,0.001,0.001,expr.py:110(_compose)
 2,0.000,0.000,0.000,0.000,expr.py:145(_is_type)
 137,0.000,0.000,0.000,0.000,expr.py:155(<lambda>)
 138,0.000,0.000,0.000,0.000,expr.py:157(<genexpr>)
 14,0.000,0.000,0.000,0.000,expr.py:160(_filter_nodes)
 126,0.000,0.000,0.000,0.000,expr.py:162(<genexpr>)
 115,0.000,0.000,0.000,0.000,expr.py:167(<lambda>)
 1,0.000,0.000,0.002,0.002,expr.py:2(<module>)
 159,0.000,0.000,0.000,0.000,expr.py:207(_node_not_implemented)
 3,0.000,0.000,0.000,0.000,expr.py:218(disallow)
 3,0.000,0.000,0.000,0.000,expr.py:226(disallowed)
 22,0.000,0.000,0.000,0.000,expr.py:237(_op_maker)
 1,0.000,0.000,0.000,0.000,expr.py:260(add_ops)
 1,0.000,0.000,0.000,0.000,expr.py:262(f)
 1,0.000,0.000,0.000,0.000,expr.py:276(BaseExprVisitor)
 1,0.000,0.000,0.000,0.000,expr.py:708(PandasExprVisitor)
 1,0.000,0.000,0.000,0.000,expr.py:719(PythonExprVisitor)
 1,0.000,0.000,0.000,0.000,expr.py:727(Expr)
 1,0.000,0.000,0.043,0.043,expression.py:15(<module>)
 1,0.000,0.000,0.000,0.000,extras.py:10(<module>)
 1,0.000,0.000,0.000,0.000,extras.py:1443(MAxisConcatenator)
 1,0.000,0.000,0.000,0.000,extras.py:1473(mr_class)
 1,0.000,0.000,0.000,0.000,extras.py:1489(__init__)
 1,0.000,0.000,0.000,0.000,extras.py:218(_fromnxfunction)
 10,0.000,0.000,0.000,0.000,extras.py:238(__init__)
 10,0.000,0.000,0.000,0.000,extras.py:242(getdoc)
 1,0.000,0.000,0.000,0.000,extras.py:273(_fromnxfunction_single)
 1,0.000,0.000,0.000,0.000,extras.py:291(_fromnxfunction_seq)
 1,0.000,0.000,0.000,0.000,extras.py:304(_fromnxfunction_args)
 1,0.000,0.000,0.000,0.000,extras.py:329(_fromnxfunction_allargs)
 1,0.000,0.000,0.000,0.000,feather_format.py:1(<module>)
 1,0.000,0.000,0.000,0.000,feedparser.py:136(FeedParser)
 1,0.000,0.000,0.021,0.021,feedparser.py:20(<module>)
 1,0.000,0.000,0.000,0.000,feedparser.py:45(BufferedSubFile)
 1,0.000,0.000,0.000,0.000,feedparser.py:532(BytesFeedParser)
 1,0.000,0.000,0.000,0.000,fftpack.py:32(<module>)
 1,0.000,0.000,0.006,0.006,financial.py:12(<module>)
 1,0.000,0.000,0.000,0.000,fnmatch.py:11(<module>)
 3,0.000,0.000,0.001,0.000,fnmatch.py:38(_compile_pattern)
 10,0.000,0.000,0.001,0.000,fnmatch.py:48(filter)
 3,0.000,0.000,0.000,0.000,fnmatch.py:74(translate)
 5,0.000,0.000,0.001,0.000,fontconfig_pattern.py:113(parse)
 5,0.000,0.000,0.000,0.000,fontconfig_pattern.py:132(_family)
 4,0.000,0.000,0.000,0.000,fontconfig_pattern.py:138(_name)
 5,0.000,0.000,0.000,0.000,fontconfig_pattern.py:144(_families)
 5,0.000,0.000,0.000,0.000,fontconfig_pattern.py:145(<listcomp>)
 2,0.000,0.000,0.000,0.000,fontconfig_pattern.py:152(_property)
 1,0.000,0.000,0.000,0.000,fontconfig_pattern.py:30(FontconfigPatternParser)
 1,0.000,0.000,0.001,0.001,fontconfig_pattern.py:65(__init__)
 1,0.000,0.000,0.028,0.028,fontconfig_pattern.py:7(<module>)
 8,0.000,0.000,0.000,0.000,format.py:1004(_value_formatter)
 28,0.000,0.000,0.000,0.000,format.py:1019(base_formatter)
 8,0.000,0.000,0.002,0.000,format.py:1045(get_result_as_array)
 8,0.000,0.000,0.002,0.000,format.py:1060(format_values_with)
 8,0.000,0.000,0.000,0.000,format.py:1071(<listcomp>)
 1,0.000,0.000,0.000,0.000,format.py:109(CategoricalFormatter)
 48,0.000,0.000,0.000,0.000,format.py:1100(<genexpr>)
 8,0.000,0.000,0.002,0.000,format.py:1121(_format_strings)
 1,0.000,0.000,0.000,0.000,format.py:1129(IntArrayFormatter)
 23,0.000,0.000,0.000,0.000,format.py:1131(_format_strings)
 115,0.000,0.000,0.000,0.000,format.py:1132(<lambda>)
 23,0.000,0.000,0.000,0.000,format.py:1133(<listcomp>)
 1,0.000,0.000,0.000,0.000,format.py:1137(Datetime64Formatter)
 2,0.000,0.000,0.000,0.000,format.py:1139(__init__)
 2,0.000,0.000,0.001,0.001,format.py:1144(_format_strings)
